Identifier;State;Qubit;Uniform State;Dense State;Sparsity;Duration;Output Qubit;Output CNot Gate;Output Width;Output Depth;Preparation Method
ReY7gOzyTBtXs72PPxMBPsCDoB3ODl;"[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125]";6;1;1;0;79926.0;31;248;31;116;BDSP
ReY7gOzyTBtXs72PPxMBPsCDoB3ODl;"[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125]";6;1;1;0;54685.0;63;456;63;142;DCSP
ReY7gOzyTBtXs72PPxMBPsCDoB3ODl;"[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125]";6;1;1;0;373113.0;6;62;6;121;Multiplexor
ReY7gOzyTBtXs72PPxMBPsCDoB3ODl;"[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125
 0.125 0.125 0.125 0.125]";6;1;1;0;88609.0;6;57;6;115;Isometry
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;182038.0;7;0;7;1;Low Rank
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;293392.0;7;127;7;234;SVD
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;403188.0;7;120;7;241;UCG
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;297058.0;39;368;39;148;BDSP
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;140960.0;127;960;127;194;DCSP
KscUJqZiBhv7LJTzQH3FQcO1ObjNsi;"[0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835 0.08838835
 0.08838835 0.08838835]";7;1;1;0;2655883.0;7;126;7;248;Multiplexor
